Unnamed: 0,DOI,author,year,title,fname,retrieved
1475,10.1590/01000683rbcs20140428,fidalski,2015,occasional soil turnover and liming in a clayey oxisol under a consolidated no-tillage system,fidalski2015,False
1476,10.1590/01000683rbcs20140675,balota,2015,soil quality in relation to forest conversion to perennial or annual cropping in southern brazil,balota2015,True
1477,10.1590/1678-4499.03914,lopes,2015,soil attributes under different crop management systems in an amazon oxisols,lopes2015,True
1478,10.1590/18069657rbcs20150160,lozano,2016,soil physical quality and soybean yield as affected by chiseling and subsoiling of a no-till soil,lozano2016,True
1479,10.1590/1807-1929/agriambi.v19n11p1021-1027,cunha,2015,water infiltration rate in yellow latosol under different soil management systems,cunha2015,True
1480,10.1590/s0100-06832004000200012 ,araujo,2004,physical properties of a dystrophic red latosol (oxisol) under crop cultivation and native forest,araujo2004,True
1481,10.1590/s0100-06832004000300013,abreu,2004,escarificação mecânica e biológica para a redução da compactação em argissolo franco-arenoso sob plantio direto,abreu2004,False
1482,10.1590/s0100-06832005000300011,secco,2005,atributos físicos e produtividade de culturas em um latossolo vermelho argiloso sob diferentes sistemas de manejo,secco2005,False
1483,10.1590/s0100-06832008000200031,taboada,2008,root abundance of maize in conventionally-illed and zero-tilled soils of argentina,taboada2008,True
1484,10.1590/s0100-06832008000400004,calonego,2008,estabilidade de agregados do solo após manejo com rotações de culturas e escarificação,calonego2008,True
1485,10.1590/s0100-06832008000400008,da veiga,2008,short and long-term effects of tillage systems and nutrient sources on soil physical properties of a southern brazilian hapludox,da2008,True
1486,10.1590/s0100-06832008000400037 ,nicoloso,2008,efficiency of mechanical and biological chiseling in the improvement of physical attributes of a heavy clay oxisol and the increment of soybean yield,nicoloso2008,True
1487,10.1590/s0100-06832009000400003,da veiga,2009,aggregate stability as affected by short and long-term tillage systems and nutrient sources of a hapludox in southern brazil,da2009,False
1488,10.1590/s0100-06832009000500017,costa,2009,phosphorus and root distribution and corn growth as related to long-term tillage systems and fertilizer placement,costa2009,True
1489,10.1590/s0100-06832010000100021,pereira,2010,physical quality of an oxisol cultivated with maize submitted to cover crops in the pre-cropping period,pereira2010a,True
1490,10.1590/s0100-06832010000100022,andrade,2010,physical properties of a humic cambisol under tillage and cropping systems after 12 years,andrade2010,True
1491,10.1590/s0100-06832010000300010 ,prando,2010,water infiltration in soil as influenced by chiseling and crop rotations,prando2010,True
1492,10.1590/s0100-06832010000300013,araujo,2010,physical quality of a yellow latosol under integrated crop-livestock system,araujo2010,False
1493,10.1590/s0100-06832011000300016,campos,2011,carbon stock and its compartments in a subtropical oxisol under long-term tillage and crop rotation systems,campos2011,True
1494,10.1590/s0100-06832011000500026,drescher,2011,persistência do efeito de intervenções mecânicas para a descompactação de solos sob plantio direto,drescher2011,False
1495,10.1590/s0100-06832011000500032,panachuki,2011,soil and water loss and water infiltration in red latosol under different management systems,panachuki2011,True
1496,10.1590/s0100-06832011000600026,girardello,2011,changes in physical properties of a red oxisol and of soybean yield under no-tillage affected by chisel plow types,girardello2011,False
1497,10.1590/s0100-06832012000400023,bramorski,2012,"relations between soil surface roughness, tortuosity, tillage treatments, rainfall intensity and soil and water losses from a red yellow latosol",bramorski2012,False
1498,10.1590/s0100-06832012000600002,silva,2012,"carbono orgânico total, biomassa microbiana e atividade enzimática do solo de áreas agrícolas, florestais e pastagem no médio vale do paraíba do sul (rj)",silva2012,True
1499,10.1590/s0100-06832012000600018,drescher,2012,resistência à penetração e rendimento da soja após intervenção mecânica em latossolo vermelho sob plantio direto,drescher2012,False
1500,10.1590/s0100-06832012000600021,portella,2012,soil aggregation under different management systems,portella2012,True
1501,10.1590/s0100-06832013000100001,gubiani,2013,hydric and mechanical indicators of soil compaction and plant growth,gubiani2013,False
1502,10.1590/s0100-06832013000600009,rossetti,2013,physical quality of an oxisol after different periods of management systems,rossetti2013,True
1503,10.1590/s0100-06832014000400021,seben,2014,the effects of land use and soil management on the physical properties of an oxisol in southeast brazil,seben2014,True
1504,10.1590/s0100-06832014000400025,tavares,2014,structural changes and degradation of red latosols under different management systems for 20 years,tavares2014,False
1505,10.1590/s0100-06832014000600026,bertol,2014,soil water erosion under different cultivation systems and different fertilization rates and forms over 10 years,bertol2014,True
1506,10.1590/s0100-204x2009000300013,reichert,2009,variação temporal de propriedades físicas do solo e crescimento radicular de feijoeiro em quatro sistemas de manejo,reichert2009,False
1507,10.1590/s0100-204x2010000500011,balota,2010,soil carbon and nitrogen mineralization caused by pig slurry application under different soil tillage systems,balota2010,False
1508,10.1590/s0100-204x2010000600010,debiasi,2010,produtividade de soja e milho após coberturas de inverno e descompactação mecânica do solo,debiasi2010,True
1509,10.1590/s0100-204x2014000700005,nunes,2014,persistência dos efeitos da escarificação sobre a compactação de nitossolo sob plantio direto em região subtropical úmida,nunes2014,True
1510,10.1590/s0100-204x2016000200008,drescher,2016,duração das alterações em propriedades físico-hídricas de latossolo argiloso decorrentes da escarificação mecânica,drescher2016,True
1511,10.1590/s0100-204x2018000700007  ,yagi,2018,"occasional soil tillage, liming, and nitrogen fertilization on long-term no-tillage system",yagi2018,True
1512,10.1590/s0100-69162013000100010,gava,2013,soil water evaporation under densities of coverage with vegetable residue,gava2013,True
1513,10.1590/s0103-84781995000300011,klein,1995,avaliação de diferentes manejos de solo e métodos de semeadura em área sob sistema de plantio direto,klein1995,False
1514,10.1590/s0103-84782000000500009 ,silva,2000,soil strength as affected by combine wheel traffic and two soil tillage systems,silva2000,True
1515,10.1590/s0103-84782005000400010,camara,2005,propriedades físico-hídricas do solo sob plantio direto escarificado e rendimento da soja,camara2005,False
1516,10.1590/s0103-84782008000200011,klein,2008,air-filled porosity in latosol and wheat grain yield under no-tillage chiseled,klein2008,False
1517,10.1590/s0103-90162003000300025,bertol,2003,nutrient losses by water erosion,bertol2003,True
1518,10.1590/s0103-90162013000500006,segnini,2013,carbon stock and humification index of organic matter affected by sugarcane straw and soil management,segnini2013,True
1519,10.1590/s1415-43662012000500004,balota,2012,soil microbial biomass under different tillage and levels of applied pig slurry,balota2012,False
1520,10.1590/s1516-35982011000700024,garcia,2011,impact of different grazing systems for bovine cattle on the soil microbiological and chemical characteristics,garcia2011,True
1521,10.1590/s1806-66902014000500007,de carvalho,2014,"soil fertility status, carbon and nitrogen stocks under cover crops and tillage regimes",de2014c,True
1522,10.1590/s1806-66902014000500013,auler,2014,soil physico-hydrical properties resulting from the management in integrated production systems,auler2014,True
1523,10.15985/j.cnki.1001-3865.2007.12.017,mu,2007,applied research on different measures in preventing and controlling mountainous orchard soil erosion and non-pointsource pollution,mu2007,False
1524,10.1603/0046-225x-32.5.1085,costello,2003,spider and leafhopper (erythroneura spp,costello2003,True
1525,10.1603/0046-225x-35.2.297,isaia,2006,influence of landscape diversity and agricultural practices on spider assemblage in italian vineyards of langa astigiana (northwest italy,isaia2006,True
1526,10.1603/en09144,danne,2010,effects of native grass cover crops on beneficial and pest invertebrates in australian vineyards,danne2010,False
1527,10.1614/0043-1745(2000)048[0385:tqrbwe]2.0.co;2,teasdale,2000,the quantitative relationship between weed emergence and the physical properties of mulches,teasdale2000,True
1528,10.1614/0043-1745(2001)049[0491:ciwcca]2.0.co;2,bàrberi,2001,changes in weed community composition as influenced by cover crop and management system in continuous corn,bàrberi2001,False
1529,"10.1614/0043-1745(2002)050[0688:aiacca]2.0.co,2",hartwig,2002,50th anniversary- invited article cover crops and living mulches,hartwig2002,False
1530,10.1614/ws-d-12-00147.1,chauhan,2013,effect of crop residue on seedling emergence and growth of selected weed species in a sprinkler-irrigated zero-till dry-seeded rice system,chauhan2013,False
1531,10.1614/ws-d-14-00088.1,bulan,2015,buckwheat species as summer cover crops for weed suppression in no-tillage vegetable cropping systems,bulan2015,True
1532,10.1614/wt-03-205r,peachey,2004,effect of no-till or conventional planting and cover crops residues on weed emergence in vegetable row crop 1,peachey2004,True
1533,10.1614/wt-d-09-00004.1,mischler,2010,use of a rolled-rye cover crop for weed suppression in no-till soybeans,mischler2010,True
1534,10.1659/0276-4741(2003)023[0156:eomogl]2.0.co;2,taddesse,2003,"effect of manure on grazing lands in ethiopia, east african highlands",taddesse2003,False
1535,10.16843/j.sswc.2016.03.018,pan,2016,effects of conservation tillage on the sloping cultivated land of a young orchard,pan2016b,False
1536,10.16872/j.cnki.1671-4652.2015.04.023,liu,2015,journal of yangzhou university (agricultural and life science edition),liu2015f,False
1537,10.17221/147/2017-swr,mo,2019,"water and sediment runoff and soil moisture response to grass cover in sloping citrus land, southern china",mo2019,True
1538,10.17221/177/2016-swr,liu,2006,comparative study of effects of soil and water conservation on sloping land orchard of red soil,liu2006c,True
1539,10.17221/223/2017-pse,gajda,2017,effects of long-term tillage practices on the quality of soil under winter wheat,gajda2017,True
1540,10.17221/245/2014-pse,chen,2014,impact of tillage on physical characteristics in a mollisol of northeast china,chen2014b,True
1541,10.17221/416/2011-pse,wang,2012,effects of tillage and residue management on soil microbial communities in north china,wang2012c,True
1542,10.17221/445/2015-pse,yan,2016,"effects of livestock grazing on soil nitrogen mineralization on hulunber meadow steppe, china",yan2016,True
1543,10.17221/446/2013-pse,hu,2013,soil microbial metabolism and invertase activity under crop rotation and no-tillage in north china,hu2013,True
1544,10.17221/512/2012-pse,mikanova,2012,relationships between winter wheat yields and soil carbon under various tillage systems,mikanova2012,True
1545,10.17221/567/2015-pse,muhlbachova,2015,soil characteristics and crop yields under different tillage techniques,muhlbachova2015,True
1546,10.17221/692/2016-pse,su,2017,effects of tillage methods on soil physical and chemical properties and yield of summer soybean,su2017,True
1547,10.17221/7/2011-pse,sun,2011,grazing depresses soil carbon storage through changing plant biomass and composition in a tibetan alpine meadow,sun2011a,True
1548,10.17221/879/2013-pse,neugschwandtner,2014,soil chemical properties as affected by tillage and crop in a long-term field experiment,neugschwandtner2014,True
1549,10.17221/96/2018-pse,akhtar,2018,wheat straw mulching with fertilizer nitrogen: an approach for improving soil water storage and maize crop productivity,akhtar2018,True
1550,10.17557/tjfc.36906,langeroodi,2015,"sunflower and soil response to seven years of tillage, residue management and nitrogen fertilizer",langeroodi2015,False
1551,10.17660/actahortic.2000.526.29,rodriguez-lovelle,2000,nitrogen availability in vineyard soils according to soil management practices,rodriguez-lovelle2000,False
1552,10.17660/actahortic.2014.1032.17,klymenko,2014,sodding between rows and microbial preparations in the environmentally secure production of grapes,klymenko2014,True
1553,10.17957/ijab/15.0178,shahzad,2016,influence of various tillage practices on soil physical properties and wheat performance in different wheat-based cropping systems,shahzad2016,False
1554,10.1890/0012-9658(1999)080[1150:tmaorr]2.0.co;2,hedges,1999,the meta-analysis of response ratios in experimental ecology,hedges1999,False
1555,10.1890/03-5083,kauffman,2004,livestock exclusion and belowground ecosystem responses in riparian meadows of eastern oregon,kauffman2004,True
1556,10.1890/1051-0761(1999)009[0065:iogmot]2.0.co;2,schuman,1999,impact of grazing management on the carbon and nitrogen balance of a mixed-grass rangeland,schuman1999,False
1557,10.1890/1051-0761(2003)13[1164:statcs]2.0.co;2,jansa,2003,soil tillage affects the community structure of mycorrhizal fungi in maize roots,jansa2003,True
1558,10.1890/12-0620.1,ryals,2013,effects of organic matter amendments on net primary productivity and greenhouse  gas emissions in annual grasslands,ryals2013,False
1559,10.1890/es10-00017.1,he,2011,grazing intensity impacts soil carbon and nitrogen storage of continental steppe,he2011a,True
1560,10.20870/oeno-one.2011.45.4.1501,pou,2011,cover cropping in vitis vinifera l,pou2011,False
1561,10.20870/oeno-one.2016.50.1.49,bouffaud,2016,regional-scale analysis of arbuscular mycorrhizal fungi: the case of burgundy vineyards,bouffaud2016,False
1562,10.2111/05-172r1.1,bell,2006,changes in soil properties and enzymatic activities following  manure applications to a rangeland,bell2006,True
1563,10.2111/rem-d-10-00098.1,allington,2011,long-term livestock exclusion in an arid grassland alters vegetation and soil,allington2011,False
1564,10.2111/rem-d-13-00145.1,liebig,2014,"grazing management, season, and drought contributions to near-surface soil property dynamics in semiarid rangeland",liebig2014,True
1565,10.21273/hortsc10998-16,reeve,2016,vineyard floor management influences “pinot noir” vine growth and productivity more than cluster thinning,reeve2016,False
1566,10.21273/hortsci.40.7.2016,hartz,2005,mustard cover crops are ineffective in suppressing soilborne disease or improving processing tomato yield,hartz2005,False
1567,10.21273/hortsci.45.1.154,costello,2010,growth and yield of cultivated grape with native perennial grasses nodding needlegrass or california barley as cover crops,costello2010b,False
1568,10.21273/hortsci.45.4.621,costello,2010,"grapevine and soil water relations with nodding needlegrass (nassella cernua), a california native grass, as a cover crop",costello2010a,False
1569,10.21273/hortsci.46.8.1154,muramoto,2011,nitrogen contribution of legume/cereal mixed cover crops and organic fertilizers to an organic broccoli crop,muramoto2011,False
1570,10.21273/hortsci.46.8.1184,atucha,2011,nitrogen dynamics and nutrient budgets in four orchard groundcover management systems,atucha2011,False
1571,10.21273/hortsci.48.8.1027,montemurro,2013,"organic fertilization, green manure, and vetch mulch to improve organic zucchini yield and quality",montemurro2013a,False
1572,10.21273/horttech.14.2.0243,madden,2004,evaluation of conservation tillage and cover crop systems for organic processing tomato production,madden2004,False
1573,10.21273/horttech.24.5.502,heinrich,2014,winter-killed cereal rye cover crop influence on nitrate leaching in intensive vegetable production systems,heinrich2014,False
1574,10.2134/ael2017.08.0025,sweeney,2017,does 20 years of tillage and n fertilization influence properties of a claypan soil in the eastern great plains?,sweeney2017,True
1575,10.2134/agronj14.0415,mitchell,2015,"tillage and cover cropping affect crop yields and soil carbon in the san joaquin valley, california",mitchell2015b,True
1576,10.2134/agronj14.0432,dabin,2015,responses of winter wheat production to green manure and nitrogen fertilizer on the loess plateau,dabin2015,True
1577,10.2134/agronj14.0465,zuber,2015,crop rotation and tillage effects on soil physical and chemical properties in illinois,zuber2015,True
1578,10.2134/agronj14.0504,nielsen,2015,cover crop mixtures do not use water differently than single-species plantings,nielsen2015,False
1579,10.2134/agronj15.0106,sainju,2015,dryland soil carbon and nitrogen after thirty years of tillage and cropping sequence combination,sainju2015b,True
1580,10.2134/agronj15.0182,finney,2016,biomass production and carbon/nitrogen ratio influence ecosystem services from cover crop mixtures,finney2016,True
1581,10.2134/agronj1950.00021962004200040006x,brill,1950,seasonal occurrence of runoff and erosion from a sandy soil in vegetable production,brill1950,True
1582,10.2134/agronj1986.00021962007800010016x,hargrove,1986,winter legumes as a nitrogen source for no-till grain sorghum,hargrove1986,True
1583,10.2134/agronj1990.00021962008200050028x,utomo,1990,sustaining soil nitrogen for corn using hairy vetch cover crop,utomo1990,True
1584,10.2134/agronj1993.00021962008500030029x,teasdale,1993,"light transmittance, soil temperature, and soil moisture under residue of hairy vetch and rye",teasdale1993,True
1585,10.2134/agronj1996.00021962008800010015x,young,1996,cropping systems for perennial ryegrass seed production .1. minimum tillage establishment of rotation crops in stubble without burning,young1996,True
1586,10.2134/agronj1997.00021962008900040010x,jama,1997,agronomic and economic evaluation of organic and inorganic sources of phosphorus in western kenya,jama1997,True
1587,10.2134/agronj1998.00021962009000050016x,clark,1998,changes in soil chemical properties resulting fron organic and low-input farming practices,clark1998,True
1588,10.2134/agronj1998.00021962009000050017x,oweis,1998,stabilizing rainfed wheat yields with supplemental irrigation and nitrogen in a mediterranean climate,oweis1998,True
1589,10.2134/agronj1998.00021962009000060001x,jama,1998,sesbania tree fallows on phosphorus-deficient sites: maize yield and financial benefit,jama1998,True
1590,10.2134/agronj1999.00021962009100020004x,ghidey,1999,evaluation of the root zone water quality model using field-measured data from the missouri msea,ghidey1999,True
1591,10.2134/agronj2000.9261054x,lopez-bellido,2000,"effects of tillage, crop rotation, and nitrogen fertilization on wheat under rainfed mediterranean conditions",lopez-bellido2000,True
1592,10.2134/agronj2002.0012,andrews,2002,on-farm assessment of soil quality in california ’ s central valley,andrews2002,True
1593,10.2134/agronj2002.0585,klein,2002,establishment of wheat seedlings after early sowing and germination in an arid mediterranean environment,klein2002,True
1594,10.2134/agronj2002.8070,logsdon,2002,nitrate leaching as influenced by cover crops in large soils monoliths,logsdon2002,True
1595,10.2134/agronj2004.0071,nielsen,2005,legume green fallow effect on soil water content at wheat planting and wheat yield,nielsen2005,True
1596,10.2134/agronj2004.0213,sainju,2006,"tillage, cover crops, and nitrogen fertilization effects on soil nitrogen and cotton and sorghum yields",sainju2006b,True
1597,10.2134/agronj2004.0240,tarkalson,2006,long-term effects of tillage on soil chemical properties and grain yields of a dryland winter wheat-sorghum/corn-fallow rotation in the great plains,tarkalson2006b,True
1598,10.2134/agronj2004.0317,duiker,2005,rye cover crop management for corn production in the northern mid-atlantic region,duiker2005,True
1599,10.2134/agronj2004.1288,delate,2004,agroecosystem performance during transition to certified organic grain production,delate2004,True
1600,10.2134/agronj2004.1523,qin,2004,impact of tillage on root systems of winter wheat,qin2004,True
1601,10.2134/agronj2005.0025,sogbedji,2006,cover cropping and nutrient management strategies for maize production in western africa,sogbedji2006,True
1602,10.2134/agronj2005.0134,feyereisen,2006,potential for a rye cover crop to reduce nitrate loss in southwestern minnesota,feyereisen2006,True
1603,10.2134/agronj2006.0061,kirchman,2007,comparison of long-term organic and conventional crop-livestock,kirchman2007,True
1604,10.2134/agronj2006.0177,sainju,2007,"accumulation and crop uptake of soil mineral nitrogen as influenced by tillage, cover crops, and nitrogen fertilization",sainju2007d,True
1605,10.2134/agronj2006.0261,garcia,2007,"one-time tillage of no-till: effects on nutrients, mycorrhizae, and phosphorus uptake",garcia2007,True
1606,10.2134/agronj2006.0317,quincke,2007,occasional tillage of no-till systems: carbon dioxide flux and changes in total and labile soil organic carbon,quincke2007a,True
1607,10.2134/agronj2006.0362,teasdale,2007,potential long-term benefits of no-tillage and organic cropping systems for grain production and soil improvement,teasdale2007,True
1608,10.2134/agronj2007.0121,calegari,2008,impact of long-term no-tillage and cropping system management on soil organic carbon in an oxisol: a model for sustainability,calegari2008,True
1609,10.2134/agronj2007.0395,mitchell,2008,"a historical summary of alabama's old rotation (circa 1896): the world's oldest, continuous cotton experiment",mitchell2008,True
1610,10.2134/agronj2008.0142,nyiraneza,2009,dairy cattle manure improves soil productivity in low residue rotation systems,nyiraneza2009,True
1611,10.2134/agronj2008.0191,jokela,2009,cover crop and liquid manure effects on soil quality indicators in a corn silage system,jokela2009,True
1612,10.2134/agronj2009.0002,leifeld,2009,consequences of conventional versus organic farming on soil carbon: results from a 27-year field experiment,leifeld2009,True
1613,10.2134/agronj2009.0043,welsh,2009,high yielding organic crop management decreases plant-available but not recalcitrant soil phosphorus,welsh2009,True
1614,10.2134/agronj2009.0123,stone,2010,tillage and crop rotation phase effects on soil physical properties in the west-central great plains,stone2010a,True
1615,10.2134/agronj2009.0165,lopez-bellido,2010,"carbon sequestration by tillage, rotation, and nitrogen fertilization in a mediterranean vertisol",lopez-bellido2010a,True
1616,10.2134/agronj2009.0483,benjamin,2010,crop management effects on crop residue production and changes in soil organic carbon in the central great plains,benjamin2010,True
1617,10.2134/agronj2010.0051,wortmann,2010,one-time tillage of no-till crop land five years post-tillage,wortmann2010a,True
1618,10.2134/agronj2010.0180,salmerón,2010,winter cover crops affect monoculture maize yield and nitrogen leaching under irrigated mediterranean conditions,salmerón2010a,True
1619,10.2134/agronj2010.0188,brockhoff,2010,physical and mineral-nutrition properties of sand-based turfgrass root zones amended with biochar,brockhoff2010a,True
1620,10.2134/agronj2010.0210,lammerding,2011,mediterranean dry land farming: effect of tillage practices on selected soil properties,lammerding2011,True
1621,10.2134/agronj2010.0454,jokela,2011,midwest cropping system effects on soil properties and on a soil quality index,jokela2011,True
1622,10.2134/agronj2011.0031,morell,2011,root growth of barley as affected by tillage systems and nitrogen fertilization in a semiarid mediterranean agroecosystem,morell2011a,True
1623,10.2134/agronj2011.0311,presley,2012,long-term nitrogen and tillage effects on soil physical properties under continuous grain sorghum,presley2012,True
1624,10.2134/agronj2011.0331,brennan,2013,winter cover crop seeding rate and variety effects during eight years of organic vegetables: iii,brennan2013,True
1625,10.2134/agronj2012.0153,sheng,2012,growth of corn roots and associated arbuscular mycorrhizae are affected by long-term tillage and phosphorus fertilization,sheng2012,True
1626,10.2134/agronj2012.0223,bhattacharyya,2013,tillage and irrigation effects on soil aggregation and carbon pools in the indian sub-himalayas,bhattacharyya2013b,True
1627,10.2134/agronj2013.0169,li,2014,permanent raised beds improved soil physical properties in an annual double-cropping system,li2014a,True
1628,10.2134/agronj2013.0288,tian,2014,continued no-till and subsoiling improved soil organic carbon and soil aggregation levels,tian2014,True
1629,10.2134/agronj2013.0467,hayden,2014,"rye-vetch mixture proportion tradeoffs: cover crop productivity, nitrogen accumulation, and weed suppression",hayden2014,True
1630,10.2134/agronj2015.0604,keene,2016,optimizing high-residue cultivation timing and frequency in reduced-tillage soybean and corn,keene2016,True
1631,10.2134/agronj2016.02.0121,ji,2016,"effects of biochar‐straw on soil aggregation, organic carbon distribution, and wheat growth",ji2016,True
1632,10.2134/agronj2016.06.0367,clark,2017,crop yield and soil organic carbon in conventional and no-till organic systems on a claypan soil,clark2017,True
1633,10.2134/argonj2004.0059,qin,2005,impact of tillage and banded starter fertilizer on maize root growth in the top 25 centimeters of the soil,qin2005,False
1634,10.2134/argonj2004.0240,tarkalson,2006,long-term effects of tillage on soil chemical properties and grain yields of a dryland winter wheat-sorghum/corn-fallow rotation in the great plains,tarkalson2006c,False
1635,10.2134/jeq1981.00472425001000020002x,khaleel,1981,changes in soil physical properties due to organic waste applications: a review,khaleel1981,True
1636,10.2134/jeq1988.00472425001700040011x,fraser,1988,soil microbial populations and activities under conventional and organic management,fraser1988,True
1637,10.2134/jeq1995.00472425002400010016x,harris-pierce,1995,sewage sludge application effects on runoff water  quality in a semiarid grassland,harris-pierce1995,True
1638,10.2134/jeq1995.00472425002400020006x,gaynor,1995,atrazine and metolachlor loss in surface and subsurface runoff from three tillage treatments in corn,gaynor1995,True
1639,10.2134/jeq1996.00472425002500030024x,pantone,1996,atrazine loss in runoff from no-tillage and chisel-tillage systems on a houston black clay soil,pantone1996,True
1640,10.2134/jeq1997.00472425002600050018x,afyuni,1997,runoff of two sulfonylurea herbicides in relation to tillage system and rainfall intensity,afyuni1997,True
1641,10.2134/jeq1997.00472425002600060029x,white,1997,application of biosolids to degraded semiarid rangeland: nine-year  responses,white1997,True
1642,10.2134/jeq1999.00472425002800050026x,liebig,1999,impact of organic production practices on soil quality indicators,liebig1999,True
1643,10.2134/jeq2000.00472425002900010037x,rasse,2000,rye cover crop and nitrogen fertilization effects on nitrate leaching in inbred maize fields,rasse2000,True
1644,10.2134/jeq2001.301160x,rostagno,2001,biosolids application in the chihuahuan desert: effects on runoff water  quality,rostagno2001a,True
1645,10.2134/jeq2001.3041324x,kimmell,2001,effects of tillage and phosphorus placement on phosphorus runoff losses in a grain sorghum-soybean rotation,kimmell2001,True
1646,10.2134/jeq2001.3051822x,bundy,2001,management practice effects on phosphorus losses in runoff in corn production systems,bundy2001,True
1647,10.2134/jeq2003.0472,martínez,2003,biowaste effects on soil and native plants in a semiarid  ecosystem,martínez2003a,True
1648,10.2134/jeq2003.1782,andraski,2003,manure history and long-term tillage effects on soil properties and phosphorus losses in runoff,andraski2003,True
1649,10.2134/jeq2004.1010,strock,2004,cover cropping to reduce nitrate loss through subsurface drainage in the northern u.s. corn belt,strock2004a,True
1650,10.2134/jeq2004.1803,kladivko,2004,nitrate leaching to subsurface drains as affected by drain spacing and changes in crop production system,kladivko2004,True
1651,10.2134/jeq2005.0062,jurado-guerra,2006,soil nitrate nitrogen dynamics after biosolids application in  tobosagrass desert grassland,jurado-guerra2006,True
1652,10.2134/jeq2005.0166,grandy,2006,"long-term trends in nitrous oxide emissions, soil nitrogen, and crop yields of till and no-till cropping systems",grandy2006,True
1653,10.2134/jeq2005.0189,sainju,2006,carbon supply and storage in tilled and nontilled soils as influenced by cover crops and nitrogen fertilization,sainju2006a,True
1654,10.2134/jeq2005.0233,amado,2006,potential of carbon accumulation in no-till soils with intensive use and cover crops in southern brazil,amado2006a,True
1655,10.2134/jeq2005.0299,moffet,2005,"surface biosolids application: effects on  infiltration, erosion, and soil organic carbon in chihuahuan desert grasslands and shrublands",moffet2005,False
1656,10.2134/jeq2006.0205,phillips,2007,organic agriculture and nitrous oxide emissions at sub-zero soil temperatures,phillips2007,False
1657,10.2134/jeq2006.0468,kaspar,2007,rye cover crop and gamagrass strip effects on no concentration and load in tile drainage,kaspar2007a,True
1658,10.2134/jeq2006.0547,hooker,2008,evaluation of cover crop and reduced cultivation for reducing nitrate leaching in ireland,hooker2008,True
1659,10.2134/jeq2007.0283,venterea,2008,profile analysis and modeling of reduced tillage effects on soil nitrous oxide flux,venterea2008,True
1660,10.2134/jeq2007.0392,dolliver,2008,antibiotic losses in leaching and surface runoff from manure-amended agricultural land,dolliver2008,True
1661,10.2134/jeq2008.0342,krutz,2009,"interactions of tillage and cover crop on water, sediment, and pre-emergence herbicide loss in glyphosate-resistant cotton: implications for the control of glyphosate-resistant weed biotypes",krutz2009a,True
1662,10.2134/jeq2009.0027,heller,2010,effects of manure and cultivation on carbon dioxide and nitrous oxide emissions from a corn field under mediterranean conditions,heller2010,True
1663,10.2134/jeq2009.0239,laloy,2010,effect of intercropping period management on runoff and erosion in a maize cropping system,laloy2010,True
1664,10.2134/jeq2009.0491,cade-menun,2010,phosphorus forms and chemistry in the soil profile under long-term conservation tillage: a phosphorus-31 nuclear magnetic resonance study,cade-menun2010,True
1665,10.2134/jeq2010.0032,verbree,2010,runoff losses of sediment and phosphorus from no-till and cultivated soils receiving dairy manure,verbree2010,True
1666,10.2134/jeq2010.0453,kameyama,2012,influence of sugarcane bagasse-derived biochar application on nitrate leaching in calcaric dark red soil,kameyama2012,True
1667,10.2134/jeq2010.0505,yagüe,2011,manure composition and incorporation effects on phosphorus in runoff following corn biomass removal,yagüe2011,True
1668,10.2134/jeq2011.0128,major,2012,nutrient leaching in a colombian savanna oxisol amended with biochar,major2012,True
1669,10.2134/jeq2011.0456,romanyà,2012,carbon and nitrogen stocks and nitrogen mineralization in organically managed soils amended with composted manures,romanyà2012,True
1670,10.2134/jeq2013.08.0324,ippolito,2014,hardwood biochar influences calcareous soil physicochemical and microbiological status,ippolito2014,True
1671,10.2134/jeq2013.10.0424,abdi,2014,long-term impact of tillage practices and phosphorus fertilization on soil phosphorus forms as determined by p-31 nuclear magnetic resonance spectroscopy,abdi2014,True
1672,10.2134/jeq2014.01.0013,newman,2014,differing effects of biosolids on native plants in grasslands of  southern british columbia,newman2014,True
1673,10.2134/jeq2014.11.0482,hansen,2015,"nitrate leaching, yields and carbon sequestration after noninversion tillage, catch crops, and straw retention",hansen2015,True
1674,10.2134/jeq2016.01.0030,wallace,2016,soil aggregate  dynamics and plant community response after biosolids application in a semiarid grassland,wallace2016,True
1675,10.2135/cropsci2013.01.0047,nascente,2013,cover crop termination timing on rice crop production in a no-till system,nascente2013a,True
1676,10.2136/ssaj2006.0433,sainju,2007,long-term tillage and cropping sequence effects on dryland residue and soil carbon fractions,sainju2007c,False
1677,10.2136/ssaj2007.0048,blanco-canqui,2007,regional assessment of soil compaction and structural properties under no-tillage farming,blanco-canqui2007a,False
1678,10.2136/sssaj1957.03615995002100040004x,patrick,1957,the effect of longtime use of winter cover crops on certain physical properties of commerce loam,patrick1957,True
1679,10.2136/sssaj1981.03615995004500050025x,lindstrom,1981,long-term tillage effects on interrow runoff and infiltration,lindstrom1981,False
1680,10.2136/sssaj1989.03615995005300040037x,zhu,1989,"runoff, soil, and dissolved nutrient losses from no-till soybean with winter cover crops",zhu1989,True
1681,10.2136/sssaj1989.03615995005300060040x,mcvay,1989,winter legume effects on soil properties and nitrogen fertilizer requirements,mcvay1989a,True
1682,10.2136/sssaj1990.03615995005400010025x,hill,1990,long-term conventional and no-tillage effects on selected soil physical properties,hill1990,True
